article_quality,revision_id,article_name,country,population
Stub,789271499,Günther Kumpitsch,Austria,8615955
Stub,789271548,Siegfried Nagl,Austria,8615955
Stub,789271440,Eduard Heinl,Austria,8615955
Stub,789271368,Hermann Brückl,Austria,8615955
Stub,789271426,Christian Hafenecker,Austria,8615955
Stub,789271539,Wendelin Mölzer,Austria,8615955
Stub,789271501,Christoph Längle,Austria,8615955
Stub,789271393,Rudolf Edlinger,Austria,8615955
Stub,789271552,Werner Neubauer,Austria,8615955
Start,789271408,Franz Fischler,Austria,8615955
Stub,789271396,Felix Frank,Austria,8615955
Stub,789271439,Gerald Hauser,Austria,8615955
Stub,789271437,Ursula Haubner,Austria,8615955
Stub,789271430,Roman Haider,Austria,8615955
Stub,789271444,Werner Herbert,Austria,8615955
Stub,789271433,Ferdinand Hanusch,Austria,8615955
Stub,789271487,Wolfgang Klinger,Austria,8615955
Stub,789271465,Harald Jannach,Austria,8615955
Stub,789271363,Reinhard Eugen Bösch,Austria,8615955
Stub,789271533,Arnd Meißl,Austria,8615955
Stub,789271476,Herbert Kickl,Austria,8615955
Stub,789271494,Gerd Krusche,Austria,8615955
Stub,789271334,Erwin Angerer,Austria,8615955
Stub,789271506,David Lasar,Austria,8615955
Stub,789271383,Gerhard Deimek,Austria,8615955
Stub,789271513,Siegfried Ludwig,Austria,8615955
Stub,789271562,Reinhard Pisec,Austria,8615955
Stub,789271468,Hans-Jörg Jenewein,Austria,8615955
Stub,789271511,Jessi Lintl,Austria,8615955
Stub,789271359,Dagmar Belakowitsch-Jenewein,Austria,8615955
Stub,789271544,Monika Mühlwerth,Austria,8615955
Stub,789271418,Raimund Grübl,Austria,8615955
Stub,789271422,Harald Haas (Pirate Party),Austria,8615955
Stub,789271470,Andreas Karlsböck,Austria,8615955
Stub,789271413,Hubert Fuchs,Austria,8615955
Stub,789271507,Christian Lausch,Austria,8615955
Stub,789271541,Edith Mühlberghuber,Austria,8615955
Stub,789271569,Baron Ignaz von Plener,Austria,8615955
Stub,789271460,Johannes Hübner,Austria,8615955
Stub,789271473,Axel Kassegger,Austria,8615955
Stub,789271448,Christian Höbart,Austria,8615955
Stub,789271708,Stephan Tauschitz,Austria,8615955
Stub,789271601,Bernhard Rösch,Austria,8615955
Stub,789271729,Peter Wurm,Austria,8615955
Stub,789271627,Thomas Schererbauer,Austria,8615955
Stub,789271658,Adolf Stand,Austria,8615955
Stub,789271723,Peter Westenthaler,Austria,8615955
Stub,789271676,Harald Stefan,Austria,8615955
Stub,789271589,Walter Rauch,Austria,8615955
Start,789271685,Terezija Stoisits,Austria,8615955
Start,789271641,Heide Schmidt,Austria,8615955
Stub,789271573,Rudolf Pöder,Austria,8615955
Stub,789271683,Kurt Steyrer,Austria,8615955
Stub,789271607,Walter Rosenkranz,Austria,8615955
Stub,789271580,Michael Raml,Austria,8615955
Stub,789271622,Thomas Schellenbacher,Austria,8615955
Stub,789271710,Bernhard Themessl,Austria,8615955
Stub,789271647,Philipp Schrangl,Austria,8615955
Stub,789271612,Peter Samt,Austria,8615955
Stub,789271593,Josef Riemer,Austria,8615955
Stub,789271680,Petra Steger,Austria,8615955
Stub,789271733,Wolfgang Zanger,Austria,8615955
Stub,789271634,Heinrich Schmelz,Austria,8615955
C,789294359,Albert Apponyi,Austria,8615955
C,789497885,Franziska Donner,Austria,8615955
Start,789662486,Prince Felix of Schwarzenberg,Austria,8615955
Start,789945080,"Maximilian Anton Karl, Count Baillet de Latour",Austria,8615955
Start,789945028,"Theodor Franz, Count Baillet von Latour",Austria,8615955
Stub,790410826,Hilde Zach,Austria,8615955
Start,790422951,Maria Fekter,Austria,8615955
Stub,790410853,Rosa Ecker,Austria,8615955
Stub,790656951,Erich Bielka,Austria,8615955
Stub,790657072,Erwin Lanc,Austria,8615955
Stub,790649464,Baron Anton von Doblhoff-Dier,Austria,8615955
Stub,790655625,Ernst Streeruwitz,Austria,8615955
Stub,790845222,Johann Kaspar von Seiller,Austria,8615955
Stub,790845097,Ignaz Czapka,Austria,8615955
Start,790853155,Rudolf Prikryl,Austria,8615955
Start,790979017,Marilies Flemming,Austria,8615955
Start,790979710,Ernst Strasser,Austria,8615955
Start,791282875,Liese Prokop,Austria,8615955
B,791231315,Walter Pfrimer,Austria,8615955
Stub,791265773,Elmar Lichtenegger,Austria,8615955
Stub,791639312,Leopold Poetsch,Austria,8615955
Start,791908476,Margot Klestil-Löffler,Austria,8615955
Start,792114738,Andreas Zelinka,Austria,8615955
Stub,793211851,Wladimir von Pawlowski,Austria,8615955
C,793216415,"Leopold, Count von Thun und Hohenstein",Austria,8615955
C,793991094,Rudolf Kirchschläger,Austria,8615955
Start,794211700,Christoph Matznetter,Austria,8615955
C,794330078,Hartmann Lauterbacher,Austria,8615955
Stub,794504848,Christoph Chorherr,Austria,8615955
C,795346991,Count Leopold Berchtold,Austria,8615955
Start,796342999,Joseph Unger,Austria,8615955
C,796342862,Julius Anton Glaser,Austria,8615955
C,796545469,"Eduard Taaffe, 11th Viscount Taaffe",Austria,8615955
Start,796702613,Maximilian Ulrich von Kaunitz,Austria,8615955
Stub,797051931,Gertraud Wagner-Schöppl,Austria,8615955
B,797037653,Count Karl Sigmund von Hohenwart,Austria,8615955
C,797485827,"Georg Adam, Prince of Starhemberg",Austria,8615955
Start,797396001,Count Wenzel Chotek of Chotkow and Wognin,Austria,8615955
C,797686709,Frank Stronach,Austria,8615955
Stub,798228125,Richard Schmitz,Austria,8615955
C,798419974,Johann Anton von Pergen,Austria,8615955
Stub,798874122,Leopold Hasner von Artha,Austria,8615955
C,798988520,Anton von Schmerling,Austria,8615955
Stub,799423460,"Franz Stadion, Count von Warthausen",Austria,8615955
Start,799512099,Barbara Prammer,Austria,8615955
Start,799626262,Käthe Leichter,Austria,8615955
C,799689842,Cesare Battisti (politician),Austria,8615955
Stub,799719061,Heinz Nittel,Austria,8615955
Start,800555598,Robert Lichal,Austria,8615955
Stub,801086709,Theresia Haidlmayr,Austria,8615955
Stub,801058666,Edith Klestil,Austria,8615955
Stub,801185447,Elisabeth Grossmann,Austria,8615955
C,801397034,"Wenzel Anton, Prince of Kaunitz-Rietberg",Austria,8615955
Start,802307911,Hans Peter Haselsteiner,Austria,8615955
Start,802412133,Ewald Nowotny,Austria,8615955
Stub,802423135,Heinrich Ritter von Kogerer,Austria,8615955
Start,802500507,Anton Füster,Austria,8615955
Stub,802655774,Karin Gastinger,Austria,8615955
C,802737930,Friedrich Adler (politician),Austria,8615955
Start,802749581,Fanny von Starhemberg,Austria,8615955
Stub,802973373,Carmen Schimanek,Austria,8615955
C,803753326,Ferdinand Mannlicher,Austria,8615955
Start,803932580,Ludwig von Cobenzl,Austria,8615955
C,804128826,Karl Seitz,Austria,8615955
Start,804167074,Johann Georg von Hahn,Austria,8615955
B,804309588,Friedrich von Wieser,Austria,8615955
Stub,804293961,Franz Koritschoner,Austria,8615955
Start,804295688,Rudolfine Steindling,Austria,8615955
C,804589528,Gabriele Heinisch-Hosek,Austria,8615955
Stub,804952212,Ernst Seidler von Feuchtenegg,Austria,8615955
C,804953812,Ernest von Koerber,Austria,8615955
C,805037195,Richard von Coudenhove-Kalergi,Austria,8615955
Start,805061980,Siegfried Nasko,Austria,8615955
Stub,805275246,Faika El-Nagashi,Austria,8615955
Start,805364149,Gerhard Skiba,Austria,8615955
Start,805468545,Stefan Petzner,Austria,8615955
C,805481251,Barbara Rosenkranz,Austria,8615955
GA,805569890,Werner Faymann,Austria,8615955
Stub,805576965,Fritz Neugebauer,Austria,8615955
Start,805695788,Julian Schmid,Austria,8615955
C,805858797,Wolfgang Schüssel,Austria,8615955
Stub,805924903,Herbert Haupt,Austria,8615955
Start,805911917,Walter Schwimmer,Austria,8615955
C,806103407,Ulrike Lunacek,Austria,8615955
Start,806103560,Johanna Mikl-Leitner,Austria,8615955
Start,806266674,Eva Glawischnig-Piesczek,Austria,8615955
C,806208184,Prince Carl of Solms-Braunfels,Austria,8615955
C,806472203,Engelbert Dollfuss,Austria,8615955
Start,806640333,Peter Pilz,Austria,8615955
Start,806697973,Muna Duzdar,Austria,8615955
GA,806875042,Christian Kern,Austria,8615955
Stub,806914585,Mirjam Jäger-Fischer,Austria,8615955
GA,806915201,Alexander Van der Bellen,Austria,8615955
C,806959295,Sebastian Kurz,Austria,8615955
C,807088068,Heinz-Christian Strache,Austria,8615955
B,807043819,Georg Ritter von Schönerer,Austria,8615955
C,807106756,Bruno Kreisky,Austria,8615955
Start,807245547,Martin Sellner,Austria,8615955
Start,807253396,Count Karl Ferdinand von Buol,Austria,8615955
Start,807343840,Julius Deutsch,Austria,8615955
C,807416393,Franz Vranitzky,Austria,8615955
Stub,439708117,Template:Malaysia-politician-stub,Malaysia,30788840
Stub,546935871,Template:Malaysia-activist-stub,Malaysia,30788840
Stub,689248087,Abu Samah Mohd Kassim,Malaysia,30788840
Stub,683715284,Eli Wong,Malaysia,30788840
Stub,690430012,R. G. Balan,Malaysia,30788840
Stub,705200309,Husein Hasanally Abdoolcader,Malaysia,30788840
Start,709825686,Hasnoor Hussein,Malaysia,30788840
Start,709712219,Hashim Suboh,Malaysia,30788840
Start,713331917,List of whips in the Dewan Rakyat,Malaysia,30788840
Stub,715035912,James Chan Khay Syn,Malaysia,30788840
Stub,716531360,Ismail Yaacob,Malaysia,30788840
Start,717606696,Lau Pak Khuan,Malaysia,30788840
Stub,718205760,Lau Yew,Malaysia,30788840
Stub,718205319,Fong Chong Pik,Malaysia,30788840
Stub,719030235,Abdul Halim Abdul Samad,Malaysia,30788840
Start,722240007,Lee Boon Chim,Malaysia,30788840
C,722816132,Akmar Hisham,Malaysia,30788840
B,723462528,Heah Joo Seang,Malaysia,30788840
Start,724483849,Law Choo Kiang,Malaysia,30788840
Start,725226456,N.K. Menon,Malaysia,30788840
C,725465633,Mazlan Ismail,Malaysia,30788840
Start,731781828,Kamarulzaman Teh,Malaysia,30788840
Stub,739883043,Amir Kahar,Malaysia,30788840
Stub,740658363,Marcus Rex,Malaysia,30788840
Stub,743819105,Lamri Ali,Malaysia,30788840
Stub,750525069,Charles Santiago,Malaysia,30788840
Start,756745802,Lim Beng Hong,Malaysia,30788840
Start,757542448,Kontek Kamariah Ahmad,Malaysia,30788840
Stub,758998682,Syed Nasir Ismail,Malaysia,30788840
Start,759833427,Sukarti Wakiman,Malaysia,30788840
Start,759858445,Gobind Singh Deo,Malaysia,30788840
Stub,760180917,Samsudin Osman,Malaysia,30788840
Start,760887503,Mohamamad Fatmi Che Salleh,Malaysia,30788840
Start,761115853,Violet Yong Wui Wui,Malaysia,30788840
C,763876833,Mahadev Shankar,Malaysia,30788840
Stub,767413481,Mas Ermieyati Samsudin,Malaysia,30788840
Start,767741429,Shahlan Ismail,Malaysia,30788840
B,769970063,Anwar Abdul Malik,Malaysia,30788840
Start,772157575,Edward Gent,Malaysia,30788840
Start,772604656,David E. L. Choong,Malaysia,30788840
Stub,773078693,R.S. Thanenthiran,Malaysia,30788840
Start,773236774,Sedomon Gunsanad Kina,Malaysia,30788840
Start,773237867,Abdul Rahman Andak,Malaysia,30788840
Start,773940232,Hou Kok Chung,Malaysia,30788840
Start,774491819,Abang Haji Abdillah,Malaysia,30788840
Start,776247440,Jason Teoh,Malaysia,30788840
C,776060591,Jamil Khir Baharom,Malaysia,30788840
Start,776134261,Rashid Maidin,Malaysia,30788840
C,776675917,Shamsiah Fakeh,Malaysia,30788840
Start,778798321,K. R. Somasundram,Malaysia,30788840
Stub,778798332,S. Sothinathan,Malaysia,30788840
C,779584984,Ahmad Zaidi Adruce,Malaysia,30788840
C,779670027,P. Uthayakumar,Malaysia,30788840
Stub,780680811,Liou Chen Kuang,Malaysia,30788840
Start,782834893,Murugesan Sinnandavar,Malaysia,30788840
Stub,783514171,Ismail Omar Abdul Aziz,Malaysia,30788840
C,783682344,Najwan Halimi,Malaysia,30788840
Start,785962378,Ishak Haji Muhammad,Malaysia,30788840
Start,785956481,Ibrahim Yaacob,Malaysia,30788840
Start,786727635,Tan Seng Giaw,Malaysia,30788840
C,787347427,Henry Gurney,Malaysia,30788840
B,787395539,Abdul Aziz bin Husain,Malaysia,30788840
Start,787915868,Marina Mahathir,Malaysia,30788840
Start,789334778,Abd. Aziz Sheikh Fadzir,Malaysia,30788840
Start,789334851,Amran Abdul Ghani,Malaysia,30788840
Stub,789334760,Abdul Aziz Abdul Kadir,Malaysia,30788840
Stub,789354060,Abdullah Ahmad,Malaysia,30788840
Start,789361239,Joseph Kurup,Malaysia,30788840
Stub,789359057,Baharum Mohamed,Malaysia,30788840
Start,789358984,Awang Hassan,Malaysia,30788840
Stub,789361328,Alice Lau Kiong Yieng,Malaysia,30788840
Start,789361667,S. Manikavasagam,Malaysia,30788840
Stub,789361653,Malcom Mussen Lamoh,Malaysia,30788840
Start,789362076,K. S. Nijhar,Malaysia,30788840
Stub,789361232,S. Krishnasamy,Malaysia,30788840
Stub,789360825,Ismail Mohamed Said,Malaysia,30788840
Stub,789361000,Kamarul Baharin Abbas,Malaysia,30788840
Start,789361748,Taib Azamudden Md Taib,Malaysia,30788840
Start,789362143,Noor Ehsanuddin Mohd Harun Narrashid,Malaysia,30788840
Start,789359068,Bernard Sta Maria,Malaysia,30788840
Start,789361160,Jeffrey Kitingan,Malaysia,30788840
Start,789359053,Tengku Azlan,Malaysia,30788840
Start,789362014,Mohd Nasir Ibrahim Fikri,Malaysia,30788840
Stub,789360791,Mohd Idris Jusi,Malaysia,30788840
Start,789361921,Mujahid Yusof Rawa,Malaysia,30788840
Stub,789359488,Mohd Hatta Ramli,Malaysia,30788840
Stub,789362133,Mohd Nizar Zakaria,Malaysia,30788840
Stub,789353928,Abu Zahar Ithnin,Malaysia,30788840
Stub,789359385,Hamdan Sheikh Tahir,Malaysia,30788840
Start,789359520,Hiew King Cheu,Malaysia,30788840
Start,789361998,Nasarudin Hashim,Malaysia,30788840
Start,789361795,Zahrain Mohamed Hashim,Malaysia,30788840
Start,789353851,Mohd Abdul Wahid Endut,Malaysia,30788840
Stub,789361711,Michael Manyin,Malaysia,30788840
Start,789359554,Husam Musa,Malaysia,30788840
Start,789360871,Saifuddin Nasution Ismail,Malaysia,30788840
Stub,789361260,Lai Meng Chong,Malaysia,30788840
Start,789362156,Noraini Ahmad,Malaysia,30788840
Stub,789361876,Abdul Rahman Mokhtar,Malaysia,30788840
Start,789360940,Mohd Jidin Shafee,Malaysia,30788840
Start,789334898,Abdul Manan Ismail,Malaysia,30788840
Start,789358974,Asri Muda,Malaysia,30788840
Stub,789359211,Rashid Din,Malaysia,30788840
Stub,789359338,Tajol Rosli Mohd Ghazali,Malaysia,30788840
Stub,789359179,Sulaiman Daud,Malaysia,30788840
Start,789353921,Abu Seman Yusop,Malaysia,30788840
Stub,789361859,Mohsin Fadzli Samsuri,Malaysia,30788840
Start,789353879,Abdullah Sani Abdul Hamid,Malaysia,30788840
Stub,789359109,Che Uda,Malaysia,30788840
Start,789359064,Jugah Barieng,Malaysia,30788840
Stub,789359077,Boo Cheng Hau,Malaysia,30788840
Stub,789359135,Chong Hon Nyan,Malaysia,30788840
Stub,789359397,Hamim Samuri,Malaysia,30788840
Stub,789362069,Harrison Ngau Laing,Malaysia,30788840
Start,789359280,John Fernandez (Malaysian politician),Malaysia,30788840
Start,789360991,P. Kamalanathan,Malaysia,30788840
Stub,789361400,Lee Lam Thye,Malaysia,30788840
Start,789359200,K. L. Devaser,Malaysia,30788840
Stub,789334867,Abdul Halim Abdul Rahman,Malaysia,30788840
Start,789358957,Shafie Apdal,Malaysia,30788840
Stub,789359500,Hee Loy Sian,Malaysia,30788840
Stub,789362150,Mohd Nor Othman,Malaysia,30788840
Stub,789361388,Lee Ying Ha,Malaysia,30788840
Stub,789359444,Mohamad Hasan (politician),Malaysia,30788840
Start,789361465,Lilah Yasin,Malaysia,30788840
Stub,789355978,Shamsul Anuar Nasarah,Malaysia,30788840
Start,789361743,Md Sirat Abu,Malaysia,30788840
Stub,789360834,Ismail Muttalib,Malaysia,30788840
Stub,789359483,Hassan Yunus,Malaysia,30788840
Start,789359434,Hasan Malek,Malaysia,30788840
Start,789361299,Robert Lau Hoi Chew,Malaysia,30788840
Start,789359494,Mohd Hayati Othman,Malaysia,30788840
Start,789362039,Ganga Nayar,Malaysia,30788840
Stub,789361417,Yong Teck Lee,Malaysia,30788840
Stub,789360947,Johari Abdul,Malaysia,30788840
Start,789361366,Lee Boon Chye,Malaysia,30788840
Start,789353954,Ahmad Hamzah,Malaysia,30788840
Stub,789359287,Mohd Firdaus Jaafar,Malaysia,30788840
Stub,789361897,Muhammad Husin,Malaysia,30788840
Stub,789359095,Chan Seng Khai,Malaysia,30788840
Stub,789359186,Zakaria Deros,Malaysia,30788840
Start,789359511,Burhanuddin al-Helmy,Malaysia,30788840
Start,789360742,Irmohizam Ibrahim,Malaysia,30788840
Start,789352303,Abdul Rahman Bakri,Malaysia,30788840
Start,789359102,Che Rosli,Malaysia,30788840
C,789367877,M. G. Pandithan,Malaysia,30788840
Start,789369200,Lajim Ukin,Malaysia,30788840
Stub,789368442,Badrul Hisham Shaharin,Malaysia,30788840
Stub,789367887,Poh Ah Tiam,Malaysia,30788840
Stub,789368548,Su Keong Siong,Malaysia,30788840
Stub,789369218,Veerappen Veerathan,Malaysia,30788840
Start,789368203,RSN Rayer,Malaysia,30788840
Stub,789368941,Sulaiman Taha,Malaysia,30788840
Stub,789369217,Vadiveloo Govindasamy,Malaysia,30788840
Stub,789369107,Michael Teo Yu Keng,Malaysia,30788840
Start,789370533,Phahrolrazi Zawawi,Malaysia,30788840
Stub,789368447,Abdul Aziz Shamsuddin,Malaysia,30788840
Stub,789369049,Tanasekharan Autherapady,Malaysia,30788840
Stub,789368242,Othman Saat,Malaysia,30788840
Stub,789370406,Stephen Yong Kuet Tze,Malaysia,30788840
C,789368226,Rajiv Rishyakaran,Malaysia,30788840
Start,789369293,Elizabeth Wong (politician),Malaysia,30788840
Start,789369231,Wan Abdul Rahim,Malaysia,30788840
B,789369089,Tengku Razaleigh Hamzah,Malaysia,30788840
Start,789370710,Wilson Nyabong Ijang,Malaysia,30788840
Stub,789370511,Hamzah Zainudin,Malaysia,30788840
Start,789368504,Ramkarpal Singh,Malaysia,30788840
Start,789368900,Osu Sukam,Malaysia,30788840
Stub,789367925,Krishnamoorthy Rajannaidu,Malaysia,30788840
Start,789370540,Mohd Zin Mohamed,Malaysia,30788840
Stub,789369001,Julian Tan Kok Ping,Malaysia,30788840
Start,789368318,Shafie Salleh,Malaysia,30788840
Stub,789367881,Simoi Peri,Malaysia,30788840
Start,789369215,V. David,Malaysia,30788840
Start,789369026,Tan Kok Wai,Malaysia,30788840
Start,789368497,Jagdeep Singh Deo,Malaysia,30788840
Start,789368513,Subramaniam Sinniah,Malaysia,30788840
Start,789367904,Mohd Puad Zarkashi,Malaysia,30788840
Stub,789369097,Teo Kok Seong,Malaysia,30788840
Start,789368521,Siti Mariah Mahmud,Malaysia,30788840
Start,789368371,D. R. Seenivasagam,Malaysia,30788840
Start,789370558,Zuraida Kamaruddin,Malaysia,30788840
Stub,789370107,Wong Sze Phin,Malaysia,30788840
Stub,789368583,Suhaimi Hassan,Malaysia,30788840
Stub,789370490,Syed Zahiruddin,Malaysia,30788840
Stub,789368314,Harris Salleh,Malaysia,30788840
Start,789368305,Sakinah Junid,Malaysia,30788840
Stub,789370467,Yusmadi Yusoff,Malaysia,30788840
Start,789444791,Zainal Abidin Ahmad (writer),Malaysia,30788840
Stub,789530545,Karim Mansor,Malaysia,30788840
Start,789570522,Ahmad Boestaman,Malaysia,30788840
Stub,789667895,Napsiah Omar,Malaysia,30788840
Start,789667817,Tan Ah Eng,Malaysia,30788840
Start,789667856,Teo Nie Ching,Malaysia,30788840
Start,789667099,Halimah Mohamed Sadique,Malaysia,30788840
Start,790085545,Liang Teck Meng,Malaysia,30788840
Start,790184450,Liew Chin Tong,Malaysia,30788840
C,790314574,Aziz Ishak,Malaysia,30788840
Start,790393300,D. S. Ramanathan,Malaysia,30788840
Stub,790313201,Azimi Daim,Malaysia,30788840
Start,790303932,Hannah Yeoh,Malaysia,30788840
C,790929468,V. T. Sambanthan,Malaysia,30788840
Start,791166936,Bernard Giluk Dompok,Malaysia,30788840
Start,791120001,Sivarasa Rasiah,Malaysia,30788840
Stub,791273016,Sapawi Ahmad,Malaysia,30788840
Start,791513182,Nor Mohamed Yakcop,Malaysia,30788840
Start,792054412,Lily Eberwein,Malaysia,30788840
Start,792673202,Chris Lee Chun Kit,Malaysia,30788840
C,792563081,Mustapha Harun,Malaysia,30788840
Start,793678534,Annuar Rapaee,Malaysia,30788840
C,793666936,Chan Tzun Hei,Malaysia,30788840
Start,794019405,Yap Soo Huey,Malaysia,30788840
C,794018978,Tang Heap Seng,Malaysia,30788840
Start,794066909,Chong Kah Kiat,Malaysia,30788840
Stub,794067025,Chong Ted Tsiung,Malaysia,30788840
Stub,794306484,Tan Keng Liang,Malaysia,30788840
Start,794447789,Lee Chee Leong,Malaysia,30788840
GA,794451131,Henry Lee Hau Shik,Malaysia,30788840
Start,794584592,Mohamad Aziz,Malaysia,30788840
Start,794645793,Hashim Jasin,Malaysia,30788840
Start,794636323,Ahmad Lebai Sudin,Malaysia,30788840
Start,794672664,M. Manogaran,Malaysia,30788840
Start,794953086,N. Surendran,Malaysia,30788840
Start,794990219,Chor Chee Heung,Malaysia,30788840
Start,794994956,Wilfred Madius Tangau,Malaysia,30788840
Start,794970677,Kong Cho Ha,Malaysia,30788840
Start,795231840,Lim Lip Eng,Malaysia,30788840
Stub,795123414,Wong Sai Hou,Malaysia,30788840
Start,795293603,K. Parthiban,Malaysia,30788840
Start,795590138,John Thivy,Malaysia,30788840
Start,795696474,Ariff Sabri Abdul Aziz,Malaysia,30788840
Start,795721037,Senu Abdul Rahman,Malaysia,30788840
Stub,795727653,Bong Kee Chok,Malaysia,30788840
C,795868374,Lai Teck,Malaysia,30788840
C,795980269,Waytha Moorthy Ponnusamy,Malaysia,30788840
Start,796065203,Ko Chung Sen,Malaysia,30788840
Start,796007106,Ong Kian Ming,Malaysia,30788840
Start,796162213,Razali Ibrahim,Malaysia,30788840
Start,796214876,Abdul Latiff Ahmad,Malaysia,30788840
Start,796172387,Matulidi Jusoh,Malaysia,30788840
Start,796357529,K. Pathmanaban,Malaysia,30788840
C,796331250,Wong Ho Leng,Malaysia,30788840
Stub,796342099,Ahmad Fuad Ismail,Malaysia,30788840
C,796640739,Omar Yoke Lin Ong,Malaysia,30788840
Start,796684896,Tan Tee Beng,Malaysia,30788840
C,796833506,Joseph Pairin Kitingan,Malaysia,30788840
Start,797182387,Mohamed Khaled Nordin,Malaysia,30788840
Stub,797403713,Yeung Kwo,Malaysia,30788840
Start,797458550,Steven Sim,Malaysia,30788840
C,797360151,FD Iskandar,Malaysia,30788840
Start,797555519,Hishamuddin Rais,Malaysia,30788840
C,797595481,Ramasamy Palanisamy,Malaysia,30788840
Start,797596345,Mohd Nasir Hashim,Malaysia,30788840
Start,797790148,William Leong Jee Keen,Malaysia,30788840
Stub,797774050,Mohamad Shahrum Osman,Malaysia,30788840
C,797762863,Khalid Abdul Samad,Malaysia,30788840
Start,797977082,Ling Liong Sik,Malaysia,30788840
Stub,798058722,Adam Adli,Malaysia,30788840
Start,798135626,M. K. Rajakumar,Malaysia,30788840
Stub,798143123,Fauzi Abdul Rahman,Malaysia,30788840
C,798146189,Tan Cheng Lock,Malaysia,30788840
C,798285613,Lim Chong Eu,Malaysia,30788840
Stub,798334920,Aminuddin Harun,Malaysia,30788840
Start,798284140,Chen Tien,Malaysia,30788840
Stub,798351135,Chandra Mohan Thambirajah,Malaysia,30788840
Stub,798472672,Raja Kamarul Bahrin,Malaysia,30788840
Start,798447592,Yeap Ghim Guan,Malaysia,30788840
Stub,798535115,Oscar Ling Chai Yew,Malaysia,30788840
Stub,798531872,Mohamad Imran Abdul Hamid,Malaysia,30788840
Stub,798521153,Mansor Othman,Malaysia,30788840
C,798597760,Wee Choo Keong,Malaysia,30788840
Start,798641007,Chow Kon Yeow,Malaysia,30788840
Start,798630854,Ng Wei Aik,Malaysia,30788840
C,798638192,Kerk Kim Hock,Malaysia,30788840
Start,798644652,Ariffin Omar,Malaysia,30788840
C,798671264,E. E. C. Thuraisingham,Malaysia,30788840
Stub,798877174,Daniel Wa Wai How,Malaysia,30788840
Stub,798878028,Adli Zahari,Malaysia,30788840
Stub,798897268,Wong Tien Fatt,Malaysia,30788840
Stub,798900362,Wong Ling Biu,Malaysia,30788840
Start,799022512,Mohamed Rahmat,Malaysia,30788840
Stub,799008805,Manivannan Gowindasamy,Malaysia,30788840
Start,799041144,Mohd Radzi Sheikh Ahmad,Malaysia,30788840
Start,799037350,Kasthuriraani Patto,Malaysia,30788840
C,799065783,James W. W. Birch,Malaysia,30788840
Start,799096901,Sim Tong Him,Malaysia,30788840
C,799152970,Duncan Stewart (British diplomat),Malaysia,30788840
Start,799225381,Ong Ka Ting,Malaysia,30788840
Stub,799448968,Siti Aishah Shaik Ismail,Malaysia,30788840
Start,799451022,Pandikar Amin Mulia,Malaysia,30788840
Start,799486739,Michael Jeyakumar Devaraj,Malaysia,30788840
C,799505454,Devamany S. Krishnasamy,Malaysia,30788840
Start,799527434,Abdul Ghani Ahmad,Malaysia,30788840
Start,799546918,Chua Tee Yong,Malaysia,30788840
Start,799540668,Mohd Eekmal Ahmad,Malaysia,30788840
Start,799544171,Saravanan Murugan,Malaysia,30788840
Stub,799564059,Philip Lee Tau Sang,Malaysia,30788840
Start,799712543,Wong Foon Meng,Malaysia,30788840
C,799746271,Abang Muhammad Salahuddin,Malaysia,30788840
GA,799998700,Tajuddin Abdul Rahman,Malaysia,30788840
Start,800142151,Azlan Mohd Lazim,Malaysia,30788840
Start,800274510,K. Sivalingam,Malaysia,30788840
Start,800465717,Janaky Athi Nahappan,Malaysia,30788840
Start,800728411,Dzulkefly Ahmad,Malaysia,30788840
Start,800722429,Soh Chin Aun,Malaysia,30788840
C,800706423,Dyana Sofya Mohd Daud,Malaysia,30788840
Start,800857179,Hii King Chiong,Malaysia,30788840
Stub,800849799,Wee Han Wen,Malaysia,30788840
B,800849229,Abdul Rahman Ya'kub,Malaysia,30788840
C,801244467,Jins Shamsuddin,Malaysia,30788840
Stub,801220996,Amirsham Abdul Aziz,Malaysia,30788840
Start,801256611,Tan Chai Ho,Malaysia,30788840
Stub,801330042,Mohd Nor Monutty,Malaysia,30788840
Stub,801328134,Mohamed Hanipa Maidin,Malaysia,30788840
Stub,801432169,Victor Gu,Malaysia,30788840
C,801449223,Zaid Ibrahim,Malaysia,30788840
Start,801505651,Kamarudin Jaffar,Malaysia,30788840
Start,801651279,Saifuddin Abdullah,Malaysia,30788840
Start,801704415,Wong Chen,Malaysia,30788840
C,801859850,Nur Jazlan Mohamed,Malaysia,30788840
Start,801841027,Er Teck Hwa,Malaysia,30788840
C,801869376,Tan Kee Kwong,Malaysia,30788840
C,801869254,Tan Chee Khoon,Malaysia,30788840
Start,802304359,Ahmad Shabery Cheek,Malaysia,30788840
C,802374238,Amani Williams Hunt Abdullah,Malaysia,30788840
Start,802467163,Abang Haji Openg,Malaysia,30788840
Start,802772770,Fariz Musa,Malaysia,30788840
Start,802752208,Ahmad Bashah Md Hanipah,Malaysia,30788840
Start,802785186,V. Manickavasagam,Malaysia,30788840
C,802739786,Eu Chooi Yip,Malaysia,30788840
C,802727432,Fuad Stephens,Malaysia,30788840
Start,802784737,Sim Tze Tzin,Malaysia,30788840
C,802955123,Tun Fatimah,Malaysia,30788840
C,802965442,Chin Peng,Malaysia,30788840
C,803554531,Musa Hitam,Malaysia,30788840
C,803784152,Nathaniel Tan,Malaysia,30788840
